SA22018_V1_00,SA22018_V1_00_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM
100100,North Cape,826.7851221,826.7851221
100200,Rangaunu Harbour,272.1040531,272.1040531
100400,Karikari Peninsula,174.1808159,174.1808159
100500,Tangonge,177.2043427,177.2043427
100600,Ahipara,4.5292775,4.5292775
100700,Kaitaia East,5.26631029,5.26631029
100800,Kaitaia West,3.21185052,3.21185052
100900,Rangitihi,84.66042662,84.66042662
101000,Oruru-Parapara,103.2807276,103.2807276
101100,Taumarumaru,10.2297234,10.2297234
101200,Herekino-Takahue,303.6909178,303.6909178
101300,Peria,199.6905844,199.6905844
101400,Taemaro-Oruaiti,156.7342717,156.7342717
101500,Whakapaku,200.873432,200.873432
101600,Hokianga North,345.9352223,345.9352223
101700,Kohukohu-Broadwood,209.1992426,209.1992426
101800,Whakarara,169.4914373,169.4914373
101900,Kaeo,255.579775,255.579775
102000,Omahuta Forest-Horeke,463.5491524,463.5491524
102100,Hokianga South,126.0874548,126.0874548
102200,Lake Manuwai-Kapiro,59.06085734,59.06085734
102300,Okaihau,147.5902767,160.0197124
102400,Rangitane-Purerua,123.1864558,123.1864558
102500,Waipapa,9.15899721,9.15899721
102600,Puketotara,55.26424098,55.26424098
102700,Waima Forest,236.9951698,236.9951698
102800,Riverview,6.21930008,6.21930008
102900,Waipoua Forest,277.8080148,277.8080148
103000,Kerikeri Central,3.71173696,3.71173696
103100,Kerikeri South,15.46843227,15.46843227
103200,Ohaeawai-Waimate North,87.40452306,87.40452306
103300,Puketona-Waitangi,156.3849297,156.3849297
103400,Ngapuhi,175.3900941,175.3900941
103500,Kaikohe,5.67512268,5.67512268
103600,Pakaraka,72.33748195,72.33748195
103700,Haruru,1.52772435,1.52772435
103800,Russell,3.27931477,3.27931477
103900,Paihia,2.2421089,2.2421089
104000,Mataraua Forest,272.9269353,272.9269353
104100,Matawaia-Taumarere,410.6837121,410.6837121
104200,Russell Peninsula,26.20135237,26.20135237
104300,Opua (Far North District),5.62247307,5.62247307
104400,Russell Forest-Rawhiti,191.3795095,191.3795095
104500,Moerewa,1.87566952,1.87566952
104600,Kawakawa,1.73247964,1.73247964
104700,Maromaku,238.3086231,238.3086231
104800,Mangakahia-Hukerenui,658.547061,658.547061
104900,Whangaruru,469.3520103,469.3520103
105100,Matarau,108.385939,108.385939
105200,Hikurangi,4.0002501,4.0002501
105300,Kauri,56.10398784,56.10398784
105400,Maungatapere,174.4796257,174.4796257
105500,Kamo West,4.49900752,4.49900752
105600,Matapouri-Tutukaka,78.46534341,78.46534341
105700,Kiripaka,72.06743057,72.06743057
105800,Kamo East,1.42716225,1.42716225
105900,Granfield Reserve,1.66090904,1.66090904
106000,Kamo Central,1.09354706,1.09354706
106100,Whau Valley,7.18025885,7.18025885
106200,Tikipunga North,2.74100722,2.74100722
106300,Pukenui,19.19103565,19.19103565
106400,Otangarei,1.03955837,1.03955837
106500,Tikipunga South,2.74033953,2.74033953
106600,Kensington (Whangarei District),3.11118529,3.11118529
106700,Abbey Caves-Glenbervie,32.11865017,32.11865017
106800,Mairtown,0.94419075,0.94419075
106900,Maunu-Horahora,4.29745554,4.29745554
107000,Woodhill-Vinetown,1.38522205,1.38522205
107100,Whangarei Central,2.81299371,2.81299371
107200,Riverside,3.50780578,3.50780578
107300,Raumanga,3.46035972,3.46035972
107400,Tarewa,0.94067805,0.94067805
107500,Morningside (Whangarei District),1.20188251,1.20188251
107600,Ngunguru,3.56520869,3.56520869
107700,Otaika-Portland,41.34127459,41.34127459
107800,Oakleigh-Mangapai,323.7810065,323.7810065
107900,Port-Limeburners,7.41161121,7.41161121
108000,Pataua,128.5872606,128.5872606
108100,Onerahi Park,1.9996437,1.9996437
108200,Sherwood Rise,1.30633937,1.30633937
108300,Onerahi,2.29421222,2.29421222
108500,Parua Bay,39.0954391,39.0954391
108600,Bream Bay,235.3179838,235.3179838
108700,Marsden Bay,6.10249454,6.10249454
108800,Ruakaka,15.79852036,15.79852036
108900,Bream Head,52.18004192,52.18004192
109000,Waipu,136.5945864,136.5945864
109100,Kaipara Coastal,1248.06199,1248.06199
109200,Maungaru,691.9661207,691.9661207
109300,Dargaville,12.55839585,12.55839585
109400,Ruawai-Matakohe,530.4440327,530.4440327
109500,Otamatea (Kaipara District),244.8915893,244.8915893
109600,Maungaturoto,21.59969701,21.59969701
109700,Kaiwaka,259.0259184,259.0259184
109800,Mangawhai Rural,91.18003775,91.18003775
109900,Mangawhai Heads,6.98889597,6.98889597
110100,Mangawhai,1.99427586,1.99427586
110200,Okahukura Peninsula,211.180813,211.180813
110400,Cape Rodney,370.6477425,370.6477425
110500,Wellsford,4.55282827,4.55282827
110700,South Head,339.7938971,339.7938971
110800,Kaipara Hills,282.5973812,282.5973812
110900,Dome Valley-Matakana,84.7499658,84.7499658
111100,Warkworth West,11.35975247,11.35975247
111200,Puhoi Valley,236.5299646,236.5299646
111300,Warkworth East,4.21863402,4.21863402
111400,Sandspit,22.43923564,22.43923564
111500,Tawharanui Peninsula,46.6707281,46.6707281
111600,Te Kuru,80.93043952,80.93043952
111700,Snells Beach,3.82725987,3.82725987
111800,Barrier Islands,320.4141008,320.4141008
111900,Algies Bay-Scotts Landing,15.36828354,15.36828354
112100,Wainui-Waiwera,78.7150854,78.7150854
112200,Parakai,1.45487644,1.45487644
112300,Helensville Rural,56.91997862,56.91997862
112400,Helensville,3.36590766,3.36590766
112500,Waitoki,40.75529776,40.75529776
112600,Waikoukou Valley,52.8545831,52.8545831
112700,Orewa North,3.0420543,3.0420543
112800,Hatfields Beach,0.92325487,0.92325487
112900,Orewa South,2.31160628,2.31160628
113000,Orewa Central,1.45284321,1.45284321
113100,Millwater North,1.75217359,1.75217359
113200,Waipatukahu,52.05879697,52.05879697
113300,Millwater South,2.41113494,2.41113494
113400,Dairy Flat North,22.96899967,22.96899967
113500,Dairy Flat West,30.97978859,30.97978859
113600,Kingsway,0.9031104,0.9031104
113700,Riverhead Forest,48.42763587,48.42763587
113800,Silverdale Central (Auckland),3.36140307,3.36140307
113900,Red Beach West,1.83998367,1.83998367
114000,Red Beach East,1.56444435,1.56444435
114100,Silverdale South (Auckland),10.18954365,10.18954365
114200,Waimauku,5.63314315,5.63314315
114300,Gulf Islands,66.09614073,66.09614073
114400,Vipond,1.38113819,1.38113819
114500,Muriwai,3.01225115,3.01225115
114600,Stanmore Bay West,0.98684481,0.98684481
114700,Kumeu Rural West,24.43335565,24.43335565
114800,Okura Bush,28.98872701,28.98872701
114900,Whangaparoa Central,3.6915778,3.6915778
115000,Kumeu-Huapai,6.3210669,6.3210669
115100,Stanmore Bay East,1.33781837,1.33781837
115200,Manly West,1.0323979,1.0323979
115300,Muriwai Valley-Bethells Beach,35.35470719,35.35470719
115400,Tindalls-Matakatia,2.93347637,2.93347637
115500,Coatesville,24.36637718,24.36637718
115600,Dairy Flat South,15.21709972,15.21709972
115700,Gulf Harbour North,1.75709588,1.75709588
115800,Manly East,1.57463079,1.57463079
115900,Riverhead,4.05197196,4.05197196
116000,Army Bay,6.21560447,6.21560447
116100,Kumeu Rural East,14.92218201,14.92218201
116200,Gulf Harbour South,2.42885442,2.42885442
116300,Paremoremo West,9.47118767,9.47118767
116400,Taupaki,27.20363525,27.20363525
116500,Long Bay,2.78715748,2.78715748
116600,Paremoremo East,11.60727229,11.60727229
116700,Albany Heights,3.10401049,3.10401049
116800,Awaruku,1.52194123,1.52194123
116900,Fairview Heights,1.60195262,1.60195262
117000,Whenuapai,19.68007147,19.68007147
117100,Waitakere Ranges North,86.79304966,86.79304966
117200,Torbay,1.43387594,1.43387594
117300,Albany Central,3.21005397,3.21005397
117400,Albany West,2.05684939,2.05684939
117500,Glamorgan,0.95916761,0.95916761
117600,Oteha East,0.7675859,0.7675859
117700,Northcross,1.07045666,1.07045666
117800,Oteha West,0.52993903,0.52993903
117900,Waiake,1.24892146,1.24892146
118000,Waitakere,15.29077813,15.29077813
118100,Albany South,1.48565737,1.48565737
118200,Browns Bay South West,1.15033555,1.15033555
118300,Browns Bay Central,1.18361569,1.18361569
118400,Schnapper Rock,2.21506546,2.21506546
118500,Pinehill,1.62934248,1.62934248
118600,North Harbour,5.48639767,5.48639767
118700,Browns Bay South East,0.85629308,0.85629308
118800,Westgate Central,1.8634158,1.8634158
118900,Greenhithe West,2.72201146,2.72201146
119000,Rothesay Bay,0.86585503,0.86585503
119100,Greenhithe East,1.4377182,1.4377182
119200,Hobsonville,2.17407942,2.17407942
119400,Greenhithe South,3.64452286,3.64452286
119500,Murrays Bay West,0.95565783,0.95565783
119600,Westgate South,1.70943132,1.70943132
119700,Windsor Park,0.8358418,0.8358418
119800,West Harbour West,1.96049692,1.96049692
119900,Unsworth Heights West,0.74886125,0.74886125
120000,Murrays Bay East,0.69854186,0.69854186
120100,Birdwood West,5.93628175,5.93628175
120200,Hobsonville Point,3.53881189,3.53881189
120300,West Harbour Clearwater Cove,1.35746453,1.35746453
120400,Unsworth Heights East,1.10807496,1.10807496
120500,Mairangi Bay North,0.92453074,0.92453074
120600,Massey Central,0.88452792,0.88452792
120700,West Harbour Luckens Point,0.9837843,0.9837843
120800,Mairangi Bay South,0.80141814,0.80141814
120900,Massey Royal Road West,0.89641575,0.89641575
121000,Bayview East,1.3746752,1.3746752
121100,Swanson Rural,15.14912979,15.14912979
121200,Sunnynook South,0.80161344,0.80161344
121300,Sunnynook North,0.74464289,0.74464289
121400,Bayview West,0.73414884,0.73414884
121500,Totara Vale North,0.86679243,0.86679243
121600,Royal Heights North,1.4951159,1.4951159
121700,Massey West,1.18469773,1.18469773
121800,Beach Haven West,1.20746209,1.20746209
121900,Totara Vale South,0.8961397,0.8961397
122000,Swanson,1.89457019,1.89457019
122100,Bayview South,0.93345761,0.93345761
122200,Campbells Bay,1.74294503,1.74294503
122300,Royal Heights South,1.13131504,1.13131504
122400,Beach Haven East,1.12103775,1.12103775
122500,Massey East,1.14447088,1.14447088
122600,Forrest Hill North,0.73717907,0.73717907
122700,Glenfield North,0.80678426,0.80678426
122800,Birkdale North,1.38573801,1.38573801
122900,Massey South,1.38681668,1.38681668
123000,Ranui North,1.02923012,1.02923012
123100,Glenfield West,0.9701519,0.9701519
123200,Te Atatu Peninsula North West,1.11259918,1.11259918
123300,Glenfield South West,1.19104282,1.19104282
123400,Forrest Hill West,1.23523515,1.23523515
123500,Wairau Valley,2.56373017,2.56373017
123600,Forrest Hill East,0.92449513,0.92449513
123700,Castor Bay,1.44377056,1.44377056
123800,Ranui Domain,0.87018239,0.87018239
123900,Beach Haven South,1.34039733,1.34039733
124000,Glenfield Central,1.12786017,1.12786017
124100,Piha,5.23830468,5.23830468
124200,Ranui South West,0.73694345,0.73694345
124300,Henderson Larnoch,0.96975579,0.96975579
124400,Birkdale South,1.40729671,1.40729671
124500,Te Atatu Peninsula Central,1.11370438,1.11370438
124600,Glenfield East,0.61847921,0.61847921
124700,Henderson Valley,15.02367834,15.02367834
124800,Te Atatu Peninsula West,1.42485167,1.42485167
124900,Henderson Lincoln West,0.8979807,0.8979807
125000,Ranui South East,0.94515226,0.94515226
125100,Henderson Lincoln East,1.94435988,1.94435988
125200,Birkenhead West,2.26268676,2.26268676
125300,Te Atatu Peninsula East,1.80961684,1.80961684
125400,Milford West,0.83338076,0.83338076
125500,Westlake,0.68702661,0.68702661
125600,Hillcrest North (Auckland),0.979803,0.979803
125700,Henderson Lincoln South,1.35507716,1.35507716
125800,Hillcrest West (Auckland),0.88492421,0.88492421
125900,Milford Central,0.74357208,0.74357208
126000,Summerland South,1.33401073,1.33401073
126100,Summerland North,0.85091711,0.85091711
126200,Hillcrest East (Auckland),1.06377776,1.06377776
126300,Chatswood,3.06591655,3.06591655
126400,Te Atatu South-Edmonton,1.06450047,1.06450047
126500,Birkenhead North,1.01193257,1.01193257
126600,Takapuna West,2.34723641,2.34723641
126700,Henderson North,1.39367119,1.39367119
126800,Takapuna Central,0.98523807,2.05181153
126900,Western Heights (Auckland),1.35847366,1.35847366
127000,Te Atatu South-Central,1.36315269,1.36315269
127100,Northcote Central (Auckland),0.68691447,0.68691447
127200,Akoranga,1.16291081,1.16291081
127300,Northcote South (Auckland),1.1402653,1.1402653
127400,Birkenhead South,1.36168693,1.36168693
127500,Henderson Central,2.01570656,2.01570656
127600,Waiatarua,11.28314106,11.28314106
127700,Te Atatu South-McLeod North,1.00774866,1.00774866
127800,Henderson Valley Park,0.74972535,0.74972535
127900,Henderson North East,0.80084123,0.80084123
128000,Waitakere Ranges South,101.5581957,101.5581957
128100,Northcote Tuff Crater,1.11349965,1.11349965
128200,Northcote Point (Auckland),1.17316392,1.17316392
128300,McLaren Park,1.08839966,1.08839966
128400,Henderson East,0.79307801,0.79307801
128500,Te Atatu South-McLeod South,1.10520842,1.10520842
128600,Takapuna South,0.50774882,0.50774882
128700,Rosebank Peninsula,2.36288135,2.36288135
128800,Hauraki,1.09537724,1.09537724
128900,Glendene North,1.40683624,1.40683624
129000,Sunnyvale West-Parrs Park,0.84167882,0.84167882
129100,Sunnyvale East,2.66156357,2.66156357
129200,Point Chevalier West,1.37246778,1.37246778
129300,Belmont (Auckland),1.15328719,1.15328719
129400,Bayswater,1.09694838,1.09694838
129500,Glendene South,1.09858069,1.09858069
129600,Glen Eden West,1.15452382,1.15452382
129700,Herne Bay,0.87695477,0.87695477
129800,Westmere North,0.64508194,0.64508194
129900,Point Chevalier East,1.38070934,1.38070934
130000,Oratia,17.19117463,17.19117463
130100,Glen Eden Rosier,1.2449007,1.2449007
130200,Saint Marys Bay,0.84151164,0.84151164
130300,Westmere South-Western Springs,2.02147354,2.02147354
130400,Ponsonby West,0.65007251,0.65007251
130500,Kelston North,0.96688836,0.96688836
130600,Avondale Rosebank,1.02743212,1.02743212
130700,Narrow Neck,1.82165746,1.82165746
130800,Glen Eden North,0.73469348,0.73469348
130900,Glen Eden Woodglen,1.30115519,1.30115519
131000,Kelston South,0.83674883,0.83674883
131100,Waterview,1.11588506,1.11588506
131200,Ponsonby East,0.70309519,0.70309519
131300,Wynyard-Viaduct,0.60002227,0.60002227
131400,Stanley Point,0.99187144,0.99187144
131500,Glen Eden Central,1.24685079,1.24685079
131600,Grey Lynn North,0.7250584,0.7250584
131700,Avondale West (Auckland),0.7398201,0.7398201
131800,Freemans Bay,1.03577817,1.03577817
131900,Mount Albert West,1.39086731,1.39086731
132000,Avondale North (Auckland),1.23589539,1.23589539
132100,Grey Lynn West,0.80088071,0.80088071
132200,Mount Albert North,1.51386864,1.51386864
132300,New Lynn North,0.73891938,0.73891938
132400,Victoria Park,0.44829837,0.44829837
132500,Konini,1.97176048,1.97176048
132600,New Lynn North West,0.68978189,0.68978189
132700,Hobson Ridge North,0.14928093,0.14928093
132800,Grey Lynn Central,0.71192692,0.71192692
132900,Fruitvale,0.85234856,0.85234856
133000,Devonport,1.07894838,1.07894838
133100,Avondale Central (Auckland),1.11535228,1.11535228
133200,Queen Street,0.1684386,0.1684386
133300,Quay Street-Customs Street,1.21741902,1.21741902
133400,Hobson Ridge Central,0.0633195,0.0633195
133500,Grey Lynn East,0.5797935,0.5797935
133600,Morningside (Auckland),1.09355854,1.09355854
133700,Shortland Street,0.12741288,0.12741288
133800,Hobson Ridge South,0.13699998,0.13699998
133900,New Lynn Central,1.17480021,1.17480021
134000,Cheltenham,0.81532065,0.81532065
134100,Queen Street South West,0.22878127,0.22878127
134200,Mount Albert Central,1.31350682,1.31350682
134300,Karangahape,0.28481657,0.28481657
134400,Kingsland,0.77242481,0.77242481
134500,Anzac Avenue,0.10247702,0.10247702
134600,Waima-Woodlands Park,3.48409996,3.48409996
134700,Kaurilands,1.46132216,1.46132216
134800,Auckland-University,0.34902817,0.34902817
134900,New Lynn Seabrook,0.72255597,0.72255597
135000,Avondale South (Auckland),1.17736514,1.17736514
135100,Symonds Street North West,0.08720836,0.08720836
135200,Mount Albert South,0.83111668,0.83111668
135300,Symonds Street West,0.14523677,0.14523677
135400,West Lynn,1.22670754,1.22670754
135500,Owairaka West,0.91844127,0.91844127
135600,New Lynn Central South,0.73948962,0.73948962
135700,The Strand,0.16919215,0.16919215
135800,St Lukes,0.46193499,0.46193499
135900,Symonds Street East,0.10348319,0.10348319
136000,Eden Terrace,0.84042414,0.84042414
136100,Grafton,0.64384001,0.64384001
136200,Eden Park,0.50617462,0.50617462
136300,Sandringham North,0.85722097,0.85722097
136400,Parnell West,1.64924937,1.64924937
136500,New Lynn South,1.43654054,1.43654054
136600,New Windsor North,0.86782722,0.86782722
136700,Titirangi South,4.73299752,4.73299752
136800,Owairaka East,0.4025211,0.4025211
136900,Eden Valley,0.58402708,0.58402708
137000,Sandringham Central,0.4723102,0.4723102
137100,Glenavon,0.63982835,0.63982835
137200,Blockhouse Bay North,0.92504226,0.92504226
137300,Green Bay North,1.03578148,1.03578148
137400,Parnell East,1.22491492,1.22491492
137500,Laingholm,4.07829951,4.07829951
137600,Sandringham West,0.4767622,0.4767622
137700,Mount Eden North East,0.46591267,0.46591267
137800,Mount Eden North,0.87610629,0.87610629
137900,Wesley West,0.75674571,0.75674571
138000,Green Bay South,1.25786551,1.25786551
138100,Balmoral,0.78483197,0.78483197
138200,Sandringham East,0.71518377,0.71518377
138300,New Windsor South,1.11580579,1.11580579
138400,Mount Eden West,0.79122761,0.79122761
138500,Newmarket,1.07489367,1.07489367
138600,Blockhouse Bay North East,0.52948071,0.52948071
138700,Epsom North,1.0762293,1.0762293
138800,Wesley South,0.68276864,0.68276864
138900,Blockhouse Bay South,1.67086642,1.67086642
139000,Mount Eden East,0.76425141,0.76425141
139100,Wesley East,0.60703951,0.60703951
139200,Orakei West,1.35364764,1.35364764
139300,Maungawhau,0.73452195,0.73452195
139400,Remuera West,0.87955693,0.87955693
139500,Blockhouse Bay East,0.77910259,0.77910259
139600,Lynfield North,0.94159197,0.94159197
139700,Mount Roskill North,0.95837557,0.95837557
139800,Mount Roskill White Swan,1.04194196,1.04194196
139900,Mount Eden South,0.87283197,0.87283197
140000,Remuera Waitaramoa,1.69215353,1.69215353
140100,Orakei East,1.70739051,1.70739051
140200,Epsom Central-North,1.10588807,1.10588807
140300,Mount St John,1.24254315,1.24254315
140400,Mount Roskill Central North,0.89983995,0.89983995
140500,Remuera North,1.39680508,1.39680508
140600,Three Kings West,0.6471001,0.6471001
140700,Mount Roskill Central South,1.20295544,1.20295544
140800,Epsom Central-South,0.98346492,0.98346492
140900,Lynfield South,1.57565769,1.57565769
141000,Remuera South,1.42912557,1.42912557
141100,Mission Bay,1.54574692,1.54574692
141200,Three Kings East,0.67406907,0.67406907
141300,Mount Roskill South,1.12961152,1.12961152
141500,Epsom East,1.26821039,1.26821039
141600,Remuera Waiata,0.94346871,0.94346871
141700,Epsom South,0.59629985,0.59629985
141800,Kohimarama,1.51293355,1.51293355
141900,Meadowbank West,1.04159595,1.04159595
142000,Hillsborough North (Auckland),1.29279528,1.29279528
142100,Hillsborough West (Auckland),0.84158981,0.84158981
142200,Greenlane North,1.14324419,1.14324419
142300,Waikowhai North,0.69810774,0.69810774
142400,Remuera East,0.88580134,0.88580134
142500,Waikowhai South,1.35684679,1.35684679
142600,Royal Oak West (Auckland),0.81143579,0.81143579
142700,Saint Heliers West,1.18574088,1.18574088
142800,One Tree Hill,2.74928149,2.74928149
142900,Hillsborough East (Auckland),0.62787049,0.62787049
143000,Saint Heliers North,1.33837279,1.33837279
143100,Remuera Abbotts Park,1.02250692,1.02250692
143200,Meadowbank East,0.65235233,0.65235233
143300,Ellerslie Central,1.49407522,1.49407522
143400,Royal Oak East (Auckland),0.64096806,0.64096806
143500,Saint Heliers South,1.22213447,1.22213447
143600,Hillsborough South (Auckland),1.15992616,1.15992616
143700,Saint Johns West,1.04254909,1.04254909
143800,Greenlane South,0.85269356,0.85269356
143900,Remuera Waiatarua,1.57029302,1.57029302
144000,Glendowie North,2.04093198,2.04093198
144100,Onehunga West,1.12216103,1.12216103
144200,Ellerslie West,0.39993535,0.39993535
144300,Onehunga North,0.77236244,0.77236244
144400,Ellerslie East,0.75498159,0.75498159
144500,Saint Johns East,0.60554145,0.60554145
144600,Oneroa West,8.42001024,8.42001024
144700,Glen Innes West,1.36746205,1.36746205
144800,Ellerslie South,0.82740695,0.82740695
144900,Stonefields West,0.54220765,0.54220765
145000,Onehunga Central,0.86447109,0.86447109
145100,Glendowie South,2.01342959,2.01342959
145200,Oranga,0.66853336,0.66853336
145300,Mount Wellington North West,0.92460656,0.92460656
145400,Panmure Glen Innes Industrial,2.01305756,2.01305756
145500,Onehunga-Te Papapa Industrial,2.94146082,2.94146082
145600,Te Papapa,0.71125763,0.71125763
145700,Stonefields East,0.44566631,0.44566631
145800,Glen Innes East-Wai O Taiki Bay,1.39731695,1.39731695
145900,Penrose,6.42109891,6.42109891
146000,Mount Wellington North East,0.72698014,0.72698014
146100,Mangere Bridge Ambury,3.14003429,3.14003429
146200,Mount Wellington Ferndale,0.85764389,0.85764389
146300,Point England,1.49144741,1.49144741
146400,Bucklands Beach North,1.38358083,1.38358083
146500,Mount Wellington East,0.59950667,0.59950667
146600,Mount Wellington West,0.77910143,0.77910143
146700,Panmure West,0.64310957,0.64310957
146800,Mangere Bridge,1.61801696,1.61801696
146900,Oneroa East-Palm Beach,3.67314986,3.67314986
147000,Tamaki,1.29535319,1.29535319
147100,Panmure East,1.01366203,1.01366203
147200,Mount Wellington Central,1.20738713,1.20738713
147400,Sylvia Park,0.55720563,0.55720563
147500,Mangere Mountain View,1.69738429,1.69738429
147600,Surfdale,2.61127994,2.61127994
147700,Mount Wellington Industrial,3.33330808,3.33330808
147800,Half Moon Bay West,1.13580706,1.13580706
147900,Auckland Airport,23.07816449,23.07816449
148000,Eastern Beach,1.18089038,1.18089038
148100,Sunnyhills West-Pakuranga North,1.62660244,1.62660244
148200,Favona North,1.10911439,1.10911439
148300,Bucklands Beach Central,0.57859096,0.57859096
148400,Farm Cove,0.97579917,0.97579917
148500,Mangere North,0.71610265,0.71610265
148600,Favona West,0.85944157,0.85944157
148700,Ostend,3.91381801,3.91381801
148800,Half Moon Bay North East,0.64603014,0.64603014
148900,Mangere West,0.94253489,0.94253489
149000,Pakuranga West,1.39204826,1.39204826
149100,Mount Wellington South West,0.69676276,0.69676276
149200,Sunnyhills East,0.87367206,0.87367206
149300,Half Moon Bay South East,0.83429938,0.83429938
149400,Favona East,0.63568423,0.63568423
149500,Mount Wellington South East,0.67318677,0.67318677
149600,Otahuhu Industrial,1.84535251,1.84535251
149700,Bucklands Beach South,1.12045176,1.12045176
149800,Pakuranga Central,1.12595262,1.12595262
149900,Awhitu,221.5584474,221.5584474
150000,Harania North,0.94437248,0.94437248
150100,Otahuhu Central,1.26371643,1.26371643
150200,Mangere Central,1.44492264,1.44492264
150300,Otahuhu North,0.72481482,0.72481482
150400,Howick West,1.19261311,1.19261311
150500,Pakuranga Heights North West,0.76233989,0.76233989
150600,Mellons Bay,1.67597292,1.67597292
150700,Pakuranga Heights East,1.79066061,1.79066061
150800,Sutton Park,0.73066561,0.73066561
150900,Otahuhu East,0.78748523,0.78748523
151000,Mangere South,0.83312102,0.83312102
151100,Onetangi,5.96163345,5.96163345
151200,Harania South,0.77647517,0.77647517
151300,Highland Park (Auckland),1.37635731,1.37635731
151400,Otahuhu South West,1.24162382,1.24162382
151500,Pakuranga Heights South West,0.97371434,0.97371434
151600,Mangere Mascot,0.78432156,0.78432156
151700,Waiheke East,87.58062844,87.58062844
151800,Massey Road West,0.6935197,0.6935197
151900,Otahuhu South,0.81751878,0.81751878
152000,Howick Central,0.8576312,0.8576312
152100,Massey Road North,0.85966762,0.85966762
152200,Botany Downs West,0.81388434,0.81388434
152300,East Tamaki,7.77487822,7.77487822
152400,Howick East,1.10919825,1.10919825
152500,Burswood,0.52549252,0.52549252
152600,Massey Road South,0.32471635,0.32471635
152700,Middlemore,0.72022213,0.72022213
152800,Mangere South East,4.33120515,4.33120515
152900,Botany Downs East,0.67735204,0.67735204
153000,Grange,1.43178144,1.43178144
153100,Golflands,1.40769231,1.40769231
153200,Aorere North,0.33000405,0.33000405
153300,Mangere East,0.86872274,0.86872274
153400,Cockle Bay,1.72842716,1.72842716
153500,Otara West,1.55637466,1.55637466
153600,Aorere Central,0.62009558,0.62009558
153700,Northpark North,0.86166842,0.86166842
153800,Somerville,1.556066,1.556066
153900,Northpark South,0.70661609,0.70661609
154000,Papatoetoe North,0.99327077,0.99327077
154100,Dingwall,0.8271738,0.8271738
154200,Aorere South,1.23946499,1.23946499
154300,Shelly Park,1.23160322,1.23160322
154400,Otara Central,1.52354042,1.52354042
154500,Huntington Park,0.43629701,0.43629701
154600,Botany Central,0.46967107,0.46967107
154700,Botany North,0.92492593,0.92492593
154800,Papatoetoe West,1.22430286,1.22430286
154900,Papatoetoe Central,1.45738387,1.45738387
155000,Sunkist Bay,1.52795082,1.52795082
155100,Otara East,0.86784541,0.86784541
155200,Redcastle,0.55559047,0.55559047
155300,Botany East,0.78144969,0.78144969
155400,Botany South,0.74938028,0.74938028
155500,Manukau Central,11.40067045,11.40067045
155600,Papatoetoe East,1.0684957,1.0684957
155700,Otara South,0.80187121,0.80187121
155800,Ferguson,0.98687785,0.98687785
155900,Papatoetoe South West,0.8285968,0.8285968
156000,Botany Junction,2.48251702,2.48251702
156100,Dannemora North,0.54899463,0.54899463
156200,Papatoetoe South,0.79596426,0.79596426
156300,East Tamaki Heights,1.23138113,1.23138113
156400,Te Puru,7.2901401,7.2901401
156500,Puhinui North,0.70328268,0.70328268
156600,Dannemora South,0.63838551,0.63838551
156700,Puhinui South,0.5260906,0.5260906
156800,Rongomai West,0.48507019,0.48507019
156900,Baverstock,1.09060982,1.09060982
157000,Puhinui East,0.60410026,0.60410026
157100,Turanga,84.96233351,84.96233351
157200,Rongomai East,0.58097595,0.58097595
157300,Ormiston North,2.30075808,2.30075808
157400,Maraetai,6.88515504,6.88515504
157500,Chapel Downs,0.76033315,0.76033315
157600,Wiri West,8.04089146,8.04089146
157700,Clover Park North,0.92445239,0.92445239
157800,Mission Heights North,1.07241323,1.07241323
157900,Clover Park South,1.18316226,1.18316226
158000,Donegal Park,0.9076278,0.9076278
158100,Ormiston South,1.70316998,1.70316998
158200,Mission Heights South,0.86985025,0.86985025
158300,Hilltop (Auckland),1.14166187,1.14166187
158400,Wiri East,1.37110039,1.37110039
158500,Goodwood Heights,1.28157262,1.28157262
158600,Ormiston East,4.41466727,4.41466727
158700,Clendon Park North,0.74920256,0.74920256
158800,Burbank,0.64850807,0.64850807
158900,Tuscany Heights,6.6289288,6.6289288
159000,Totara Heights,0.85465897,0.85465897
159100,Homai East,0.71246766,0.71246766
159200,Homai West,0.91194953,0.91194953
159300,The Gardens (Auckland),4.08900902,4.08900902
159400,Clarks Beach,2.67302174,2.67302174
159500,Clendon Park West,0.59408604,0.59408604
159600,Hillpark North,0.66048296,0.66048296
159700,Clendon Park East,0.46283705,0.46283705
159800,Karaka Creek,34.78065649,34.78065649
159900,Rowandale West,0.6882183,0.6882183
160000,Rowandale East,0.83155282,0.83155282
160100,Manurewa Central,1.07399259,1.07399259
160200,Weymouth North,1.0188509,1.0188509
160300,Hillpark South,1.08741456,1.08741456
160400,Alfriston,1.95412196,1.95412196
160500,Weymouth East,0.98724325,0.98724325
160600,Leabank,1.48914276,1.48914276
160700,Weymouth South,1.0583023,1.0583023
160800,Manurewa East,0.82830357,0.82830357
160900,Manurewa South,1.21704652,1.21704652
161000,Randwick Park East,0.74726124,0.74726124
161100,Wattle Downs West,1.47727217,1.47727217
161200,Wattle Downs North,0.55995069,0.55995069
161300,Randwick Park West,0.70415333,0.70415333
161400,Kingseat-Karaka,86.66018776,86.66018776
161500,Wattle Downs East,1.01653039,1.01653039
