word,day_of,hour_of,value
underestimate,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-1
alert,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-1
honest,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,2
strongest,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,2
leaked,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-1
amazing,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,4
bloody,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-3
huge,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,1
damn,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-4
attracts,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,1
dirty,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-2
wrong,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-2
wrong,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-2
crush,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-1
negative,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-2
stupid,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-2
weak,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-2
shame,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-2
poor,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-2
incompetence,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-2
intelligent,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,2
friendly,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,2
recommend,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,2
incompetent,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-2
dirty,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-2
pleased,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,3
top,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,2
desperately,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-3
engage,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,1
smart,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,1
dirt,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-2
wrong,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-2
inconvenience,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-2
excuse,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-1
stop,2020-07-15T00:00:00Z,2020-07-15T05:00:00Z,-1
pay,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-1
smear,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-2
distract,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-2
dodgy,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-2
tender,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,2
worry,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-3
fire,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-2
accept,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,1
inconvenience,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-2
fuck,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-4
stop,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-1
chance,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,2
winning,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,4
united,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,1
lack,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-2
integrity,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,2
fucking,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-4
competent,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,2
free,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,1
outrage,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-3
safe,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,1
rich,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,2
gains,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,2
rich,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,2
benefit,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,2
hate,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-3
poor,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-2
shit,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-4
glad,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,3
nice,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,3
congratulations,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,2
effectively,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,2
fear,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-2
sadly,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-2
stolen,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-2
nice,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,3
worth,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,2
gains,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,2
apologise,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-1
increase,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,1
ability,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,2
protect,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,1
crisis,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-3
hard,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-1
leave,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-1
incompetent,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-2
trust,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,1
integrity,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,2
decisive,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,1
support,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,2
delayed,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-1
matter,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,1
scared,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-2
scared,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-2
incapable,2020-07-15T00:00:00Z,2020-07-15T06:00:00Z,-2
dirt,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-2
wealth,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,3
hard,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-1
insult,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-2
arrogant,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-2
crush,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-1
shit,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-4
excited,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,3
dirty,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-2
warn,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-2
ridiculous,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-3
racist,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-3
nice,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,3
consent,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,2
bloody,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-3
scandal,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-3
agree,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,1
resigning,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-1
fear,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-2
motivation,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,1
lack,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-2
promote,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,1
beautiful,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,3
failing,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-2
win,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,4
happy,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,3
pay,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-1
strong,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,2
crushing,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-1
powerful,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,2
funeral,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-1
increased,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,1
lovely,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,3
refused,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-2
congratulate,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,2
scared,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-2
hoping,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,2
accept,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,1
wow,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,4
inconvenience,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-2
deception,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-3
lol,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,3
charm,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,3
damned,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-4
dirty,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-2
leave,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,-1
nice,2020-07-15T00:00:00Z,2020-07-15T07:00:00Z,3
failed,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-2
pleased,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,3
hurts,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-2
lol,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,3
accepted,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,1
demanding,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-1
crime,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-3
fuck,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-4
destroying,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-3
doubt,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-1
supporters,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,1
ridiculous,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-3
excellent,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,3
drop,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-1
war,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-2
sad,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-2
anti,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-1
failed,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-2
advanced,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,1
nonsense,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-2
funny,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,4
endorse,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,2
hell,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-4
bad,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-3
hard,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-1
worried,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-3
scared,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-2
bad,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-3
rig,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-1
mourns,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-2
loss,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-3
crazy,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-2
waste,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-1
hard,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-1
hard,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-1
straight,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,1
challenge,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,-1
supporter,2020-07-15T00:00:00Z,2020-07-15T08:00:00Z,1
crazy,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-2
yeah,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,1
yeah,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,1
excuse,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-1
gross,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-2
neglect,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-2
honest,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,2
pay,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-1
avoids,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-1
stimulate,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,1
bad,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-3
cuts,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-1
care,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,2
honest,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,2
honest,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,2
awesome,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,4
suck,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-3
gain,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,2
struggle,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-2
congrats,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,2
united,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,1
supporter,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,1
promises,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,1
free,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,1
congratulations,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,2
weird,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-2
fear,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-2
stupid,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-2
pathetic,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-2
fear,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-2
lack,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-2
laughed,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,1
keen,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,1
support,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,2
fair,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,2
wreck,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-2
pay,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-1
stop,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-1
hope,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,2
unified,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,1
glorious,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,2
growing,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,1
fear,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-2
hard,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,-1
trusted,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,2
encouraged,2020-07-15T00:00:00Z,2020-07-15T09:00:00Z,2
questioned,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-1
likes,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,2
struggle,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-2
failures,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-2
isolated,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-1
victims,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-3
bad,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-3
fail,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-2
inadequate,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-2
failure,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-2
dirty,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-2
frustrating,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-2
fine,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,2
hope,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,2
murdering,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-3
stop,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-1
inspired,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,2
intense,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,1
loyalty,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,3
pay,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-1
reach,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,1
reaching,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,1
worn,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-1
uncomfortable,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-2
crushed,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-2
proud,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,2
loser,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-3
irony,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-1
winning,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,4
fucking,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-4
confidence,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,2
dirty,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-2
free,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,1
complain,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-2
crush,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-1
glad,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,3
alive,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,1
struggling,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,-2
lucky,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,3
prepared,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,1
safe,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,1
care,2020-07-15T00:00:00Z,2020-07-15T10:00:00Z,2
nonsense,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-2
die,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-3
alive,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,1
hope,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,2
oxymoron,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-1
defeated,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-2
sentencing,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-2
lol,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,3
huge,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,1
worst,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-3
crisis,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-3
block,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-1
fuck,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-4
poor,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-2
missed,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-2
hug,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,2
forced,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-1
risk,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-2
death,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-2
responsible,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,2
exonerated,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,2
misunderstanding,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-2
dirty,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-2
upset,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-2
crushed,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-2
sad,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-2
bothered,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-2
fresh,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,1
fallen,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-2
weird,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-2
love,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,3
hate,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-3
underestimate,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,-1
strong,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,2
chance,2020-07-15T00:00:00Z,2020-07-15T11:00:00Z,2
care,2020-07-15T00:00:00Z,2020-07-15T12:00:00Z,2
dirty,2020-07-15T00:00:00Z,2020-07-15T12:00:00Z,-2
dirty,2020-07-15T00:00:00Z,2020-07-15T12:00:00Z,-2
care,2020-07-15T00:00:00Z,2020-07-15T12:00:00Z,2
dirt,2020-07-15T00:00:00Z,2020-07-15T12:00:00Z,-2
mess,2020-07-15T00:00:00Z,2020-07-15T12:00:00Z,-2
wrong,2020-07-15T00:00:00Z,2020-07-15T12:00:00Z,-2
reach,2020-07-15T00:00:00Z,2020-07-15T12:00:00Z,1
drag,2020-07-15T00:00:00Z,2020-07-15T12:00:00Z,-1
crash,2020-07-15T00:00:00Z,2020-07-15T12:00:00Z,-2
crushed,2020-07-15T00:00:00Z,2020-07-15T13:00:00Z,-2
matter,2020-07-15T00:00:00Z,2020-07-15T13:00:00Z,1
inspiration,2020-07-15T00:00:00Z,2020-07-15T13:00:00Z,2
fuck,2020-07-15T00:00:00Z,2020-07-15T13:00:00Z,-4
resigned,2020-07-15T00:00:00Z,2020-07-15T13:00:00Z,-1
forced,2020-07-15T00:00:00Z,2020-07-15T13:00:00Z,-1
dirty,2020-07-15T00:00:00Z,2020-07-15T13:00:00Z,-2
easy,2020-07-15T00:00:00Z,2020-07-15T13:00:00Z,1
growth,2020-07-15T00:00:00Z,2020-07-15T14:00:00Z,2
pathetic,2020-07-15T00:00:00Z,2020-07-15T14:00:00Z,-2
racism,2020-07-15T00:00:00Z,2020-07-15T15:00:00Z,-3
killed,2020-07-15T00:00:00Z,2020-07-15T15:00:00Z,-3
anti,2020-07-15T00:00:00Z,2020-07-15T15:00:00Z,-1
racism,2020-07-15T00:00:00Z,2020-07-15T15:00:00Z,-3
saved,2020-07-15T00:00:00Z,2020-07-15T15:00:00Z,2
ignorant,2020-07-15T00:00:00Z,2020-07-15T16:00:00Z,-2
fair,2020-07-15T00:00:00Z,2020-07-15T16:00:00Z,2
opportunity,2020-07-15T00:00:00Z,2020-07-15T16:00:00Z,2
lol,2020-07-15T00:00:00Z,2020-07-15T17:00:00Z,3
adored,2020-07-15T00:00:00Z,2020-07-15T17:00:00Z,3
worst,2020-07-15T00:00:00Z,2020-07-15T17:00:00Z,-3
hope,2020-07-15T00:00:00Z,2020-07-15T17:00:00Z,2
supporting,2020-07-15T00:00:00Z,2020-07-15T17:00:00Z,1
difficult,2020-07-15T00:00:00Z,2020-07-15T17:00:00Z,-1
demands,2020-07-15T00:00:00Z,2020-07-15T17:00:00Z,-1
discredited,2020-07-15T00:00:00Z,2020-07-15T17:00:00Z,-2
reached,2020-07-15T00:00:00Z,2020-07-15T17:00:00Z,1
bad,2020-07-15T00:00:00Z,2020-07-15T17:00:00Z,-3
true,2020-07-15T00:00:00Z,2020-07-15T17:00:00Z,2
demand,2020-07-15T00:00:00Z,2020-07-15T17:00:00Z,-1
protect,2020-07-15T00:00:00Z,2020-07-15T17:00:00Z,1
encourage,2020-07-15T00:00:00Z,2020-07-15T17:00:00Z,2
sad,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-2
easy,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,1
trouble,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-2
admire,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,3
supported,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,2
wasted,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-2
fake,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-3
leak,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-1
apology,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-1
nuts,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-3
exposed,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-1
chance,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,2
safe,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,1
pathetic,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-2
vigilant,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,3
gains,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,2
supporting,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,1
hard,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-1
warning,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-3
ethical,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,2
safety,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,1
fuck,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-4
positive,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,2
dragged,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-1
fight,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-1
conspiracy,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-3
funny,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,4
block,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-1
beating,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-1
falling,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-1
terrible,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-3
appalling,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-2
failed,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-2
fucking,2020-07-15T00:00:00Z,2020-07-15T18:00:00Z,-4
warning,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-3
bloody,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-3
strange,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-1
losing,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-3
true,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,2
shame,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-2
nonsense,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-2
dirty,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-2
dirty,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-2
worse,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-3
apology,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-1
prominent,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,2
stronger,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,2
